village_bps_code,sanitation,popdens
3204040010,not available,26817.7782246454
3204040011,not available,11941.8493060926
3204040012,not available,699.47384613548
3204040013,not available,8991.49634550669
3204050001,not available,1511.51287553235
3204050002,not available,4136.83421215393
3204050003,available,3752.28817773153
3204050004,available,3910.06028761557
3204050005,not available,7340.71404812251
3204050006,available,5884.73061315089
3204050007,not available,2297.98634607959
3204050008,not available,3829.71620654088
3204060001,available,741.74968489263
3204060002,available,396.55728967824
3204060003,not available,2601.11050442126
3204060004,not available,1317.89851794041
3204060005,not available,1481.11665736849
3204060006,available,2010.32514905951
3204060007,not available,8850.2171443287
3204060008,available,9129.61730910624
3204060009,available,711.79071994213
3204060010,not available,1405.65136816836
3204060011,not available,942.77937038775
3204060012,not available,2730.34882389222
3204060013,not available,1863.84355207242
3204070001,available,707.85994288907
3204070002,available,935.51719471253
3204070003,not available,1311.71076129142
3204070004,not available,1463.54151406731
3204070005,available,877.87293985092
3204070006,available,1611.83006402331
3204070007,available,2668.8618017674
3204070008,available,2041.9793859094
3204070009,not available,4181.59004839728
3204070010,not available,5182.58998615925
3204070011,available,3992.49932564918
3204070012,not available,8730.55493310078
3204080001,not available,11917.9003848788
3204080002,not available,143747.12600238
3204080003,available,4244.63723551984
3204080004,not available,1666.68859914707
3204080005,not available,5610.47357298475
3204080006,available,9510.81206275311
3204080007,available,4828.10106517615
3204080008,not available,4182.96280846813
3204080009,available,3806.87780644737
3204080010,available,3884.22290526925
3204080011,not available,2664.66796832832
3204080012,available,34304.3349935319
3204090001,not available,2336.62108511875
3204090002,not available,4327.62356407149
3204090003,not available,2020.52323759587
3204090004,not available,2810.76320706006
3204090005,available,2550.56843723806
3204090006,available,2894.9579807901
3204090007,available,23491.5240313355
3204090008,not available,3790.40083638006
3204090009,available,2112.07603134779
3204100001,not available,1989.0781542002
3204100002,not available,2883.23273372886
3204100003,not available,3327.39701469801
3204100004,available,4669.40134059271
3204100005,available,1097.33847475702
3204100006,not available,2582.4012019165302
3204100007,not available,3677.03391478663
3204100008,not available,2431.5163333454
3204100009,available,4659.63022564626
3204100010,not available,2633.59651013463
3204100011,available,1312.94192861739
3204100012,not available,1215.2953774796
3204101001,not available,2039.03126834201
3204101002,not available,1765.74825445582
3204101003,not available,1247.07326292048
3204101004,available,20612.8219541709
3204101005,not available,3954.48060005579
3204101006,available,3648.64804307236
3204101007,available,1691.06631403393
3204101008,available,6750.04412996131
3204110001,not available,1450.8217898849
3204110002,available,916.27389841617
3204110003,available,1675.62437403692
3204110004,available,6410.20535911861
3204110005,available,2996.89892718254
3204110006,available,3595.81765693411
3204110007,available,2154.50473856682
3204110008,available,1191.02313230594
3204110009,available,12799.611982327
3204110010,available,1663.42093403118
3204110011,available,2518.42174851583
3204110012,available,2348.67788362624
3204110013,available,4258.57142504354
3204110014,not available,7118.58058722864
3204120001,available,3638.33440806084
3204120002,available,4169.49464864695
3204120003,available,9628.93888563886
3204120004,available,7801.43101564161
3204120005,available,3473.94957694812
3204120006,available,3936.23802632267
3204120007,available,5462.59535089414
3204120008,available,5679.88442616327
3204120009,available,7541.93546685594
3204120010,available,5844.82866076789
3204120011,not available,3872.11135985348
3204121001,available,2152.16526982717
3204121002,available,1302.68646544383
3204121003,available,2629.8895494304
3204121004,not available,3049.68672378378
3204121005,not available,6070.58963921476
3204121006,available,3141.86779108044
3204121007,available,25499.305713063
3204130001,available,902.3728969903
3204130002,not available,2637.33441530664
3204130003,available,2722.98009608958
3204130004,not available,4685.69838200579
3204130005,available,4671.52034639325
3204130006,available,3721.59711984076
3204130007,available,178508.950773448
3204130008,available,14571.2568748279
3204130009,available,1782.10979728894
3204130010,not available,2544.6713142298
3204130011,not available,6741.86442901034
3204130012,not available,2259.60871131505
3204130013,available,1955.15255773672
3204130014,available,2470.81164364795
3204140001,available,26950.5588229274
3204140002,available,3700.9037868477
3204140003,available,6699.4252743909
3204140004,available,6053.87345560806
3204140005,available,6129.45559470588
3204140006,available,65450.4430674107
3204140007,available,6990.20473064299
3204140008,available,2227.43473088782
3204150001,available,7330.33156550788
3204150002,not available,1321.26066533181
3204150003,not available,2133.70406489489
3204150004,not available,2787.18622617551
3204150005,available,45633.0133157738
3204150006,not available,15553.98906648
3204150007,available,2089.63124441833
3204150008,not available,12943.0457832504
3209220009,not available,1535.29559445155
3204150009,not available,2410.77448656821
3204150010,available,3340.32095078359
3204150011,not available,1988.69270775401
3204160001,available,1383.29991530536
3204160002,not available,14805.2596679
3204160003,available,5364.86457101648
3204160004,available,5810.36797183099
3204160005,not available,5224.84556778316
3204160006,not available,5760.02299146643
3204160007,not available,4573.57954716073
3204160008,available,7399.32021944445
3204160009,available,100358.161161386
3204160010,available,5924.31419491993
3204160011,available,1970.98719887205
3204161001,not available,1422.93715945988
3204161002,available,4292.43705573659
3204161003,not available,1794.02963204755
3204161004,available,3102.54641872637
3204161005,available,4835.41009184253
3204161006,available,3721.43008771959
3204161007,available,2638.50382021747
3204170001,available,9808.23797290168
3204170002,not available,4148.86306630386
3204170003,not available,57448.4857461849
3204170004,available,2929.39343188248
3204170005,available,2158.69028269788
3204170006,available,3312.62287535986
3204180004,available,7361.05612003677
3204180005,not available,4656.02860693615
3204180006,available,7906.75799585601
3204180007,available,8083.07358636364
3204180008,available,2488.61794084108
3204180009,not available,5209.45523263655
3204180010,not available,3696.44166745706
3204190002,not available,4646.30862897569
3204190003,available,1550.45226967402
3204190004,available,2110.85924436522
3204190005,available,4553.59077566466
3204190006,available,3646.40395880795
3204190007,available,8183.40843865317
3204190008,available,7943.69522943744
3204190019,available,3511.8767006352
3204190020,available,43468.97350896
3204190021,available,7523.15821474896
3204191001,available,1177.42437223992
3204191002,available,2066.79619947128
3204191003,not available,5842.6039662531
3213060004,not available,1251.71832402491
3204191004,not available,10407.1238439189
3204191005,available,15664.6394374617
3204191006,not available,2571.58630333151
3204191007,available,1378.61552796203
3204191008,not available,1574.98705138768
3204191009,not available,2382.37832451501
3204191010,not available,3415.70608505852
3204191011,not available,3065.78402834181
3204250001,not available,3455.931207296
3204250002,not available,6389.0182784251
3204250003,available,7740.01255393409
3204250004,not available,5431.76393857253
3204250005,not available,4289.70133311404
3204250006,not available,5619.67632572021
3204260001,not available,3090.76279080901
3204260002,available,14523.9237444444
3204260003,available,11739.5783862455
3204260004,available,9867.94356254315
3204260005,available,13313.0754490894
3204270001,available,18504.8089092201
3204270002,available,112034.329318918
3204270003,available,15511.7522495112
3204270004,available,11056.365417269
3204270005,available,8924.88734804728
3204270006,available,87684.1195368132
3204280001,available,3053.1923319977
3204280002,available,3940.94253195089
3204280003,not available,2983.48159795606
3204280004,available,107712.744906422
3204280005,not available,42849.1439174876
3204280006,available,3443.26466310079
3204290001,available,3292.41086428619
3204290002,available,5884.92883395486
3204290003,available,5164.39437948004
3204290004,not available,3627.62285778575
3204290005,not available,29434.5128159114
3204290006,not available,3659.04886852133
3204300001,not available,2060.17314853751
3204300002,not available,8653.7667404157
3204300003,not available,2338.19312214544
3204300004,not available,5422.80972069317
3204300005,not available,1852.54116937282
3204300006,not available,2465.25791173672
3204310001,not available,4718.11853837646
3204310002,available,55558.6861418518
3204310003,available,27058.6086777339
3204310004,not available,3296.76102656857
3204310005,available,3765.04571745754
3204310006,not available,11867.0740280065
3204310007,available,1671.2734690825
3204310008,not available,1965.84948065296
3204310009,available,1494.94684503518
3205010006,not available,893.81128062456
3205010007,available,2231.87272077215
3205010008,not available,193.95913531378
3205010009,not available,3400.26917086299
3205010010,not available,1416.62838693579
3205010011,available,1644.9877477424
3205010012,not available,781.75537823555
3205010013,not available,226.53846058721
3205010014,available,3158.10710523474
3205011001,not available,2741.07391870033
3205011002,not available,3120.61520402019
3205011003,not available,6297.29276740826
3205011004,not available,2176.14563740586
3205011005,not available,2097.51956323926
3205011006,not available,15740.0705245749
3205020001,not available,180.30650215601
3205020002,not available,302.69597727088
3205020003,not available,256.36100608994
3205020004,not available,1769.67068565857
3205020005,not available,13397.9287817721
3205020006,not available,2389.92373948608
3205020007,not available,1343.60110365071
3205030001,not available,3148.23300926945
3205030005,available,2180.15530277212
3205030006,not available,4374.76325431535
3205030007,not available,6263.77105686312
3205030008,not available,731.84383204917
3205030009,not available,507.63941775845
3205030010,not available,3095.14980352941
3205030011,available,26120.0927876203
3205030012,not available,6606.84095545523
3205030013,not available,4106.51961022556
3205030014,not available,3333.96671371736
3205030015,not available,634.94881501768
3205030016,not available,348.68492316933
3205031001,not available,3886.89936339864
3205031002,not available,31884.6152507258
3205031003,not available,598.22094730324
3205031004,not available,467.72167733351
3205031005,not available,320.3964579486
3205040001,not available,1473.60875553112
3205040002,not available,1564.62073571127
3205040003,not available,12824.1557646769
3205040004,not available,2374.24385484142
3205040005,not available,4171.5215624954
3205050001,not available,3741.98803642552
3205050002,not available,405.40119077998
3205050003,not available,2997.76838964286
3205050004,not available,40269.08815
3205050005,not available,918.10610878168
3205050006,not available,536.53185516561
3205050007,not available,924.49926080269
3205050008,not available,811.02129714518
3205050009,not available,1034.937642075
3205050010,not available,909.13531275935
3205050011,not available,649.19398688106
3205050012,not available,1836.79994754956
3205050013,not available,1968.68578993808
3205060001,available,25334.2554335509
3205060002,not available,505.98109667817
3205060003,not available,813.66496753457
3205060004,not available,7431.3616933123
3205060005,not available,2554.49064243018
3205060006,available,1190.18177108024
3205060007,not available,447.3560028088
3205060008,available,282.67580727496
3205060009,available,1100.04752739451
3205060010,available,225.66736821335
3205060011,not available,452.9089445753
3205070001,not available,1554.67663305429
3205070002,not available,1843.28684713875
3205070003,not available,1402.95360558383
3205070004,available,10718.4020149787
3205070005,not available,1943.99325049139
3205070006,available,1745.55951041627
3205070007,not available,1499.35448971473
3205070008,available,391.7836253691
3205080001,not available,3525.57085325898
3205080002,not available,488.02476573361
3205080003,not available,2127.07049957633
3205080004,not available,1687.32231633381
3205080005,not available,1566.13037017352
3205080006,not available,1737.67892930932
3205080007,available,305.97447000626
3205080008,not available,1789.36669329362
3205080009,available,20267.0081807236
3205080010,available,31373.5136686624
3205080011,available,2744.1479322791
3205090001,not available,5425.67225684577
3205090002,not available,3591.7273959245
3205090003,not available,3787.52969789246
3205090004,not available,1951.71447964295
3205090005,not available,4469.08039303005
3205090006,not available,1313.6205263236
3205090007,not available,7983.92468660881
3205090008,not available,2872.68051554661
3205090009,not available,211557.219084736
3205090010,not available,4142.44363588921
3205090011,not available,3752.52595142466
3205100001,not available,25429.2289415436
3205100002,not available,4972.03624698914
3205100003,not available,55782.7862454929
3205100004,not available,950.10039696551
3205100005,not available,569.95029163595
3205100006,not available,2089.94928322139
3205110005,not available,5622.58448326587
3205110006,not available,656.000398783
3205110007,not available,685.7802531363
3205110008,not available,855.77755218329
3205110009,not available,1079.88308679563
3205110010,not available,778.61391240665
3205110011,not available,390.78650804441
3205110012,not available,665.40108938188
3205110013,not available,8406.94157274336
3205111001,not available,380.44963555774
3205111002,not available,851.69679588029
3205111003,not available,1415.57397083578
3205111004,not available,3294.74357590814
3205120001,not available,710.22113592569
3205120002,not available,1106.08925485377
3205120003,not available,1384.16206046367
3205120004,not available,11621.7112109537
3205120005,not available,2221.26426302783
3205120006,not available,4485.65280708533
3205120007,not available,4523.24666391552
3205120008,not available,4055.34630513676
3205120009,not available,9013.92110391335
3205120010,not available,4270.39393887903
3205120011,not available,16661.8353756933
3205120012,not available,2947.28577966307
3205130001,not available,600.91858565476
3205130002,not available,482.36702667331
3205130003,not available,652.80467121678
3205130004,not available,7573.37914304519
3205130005,not available,498.23192269352
3205130006,not available,3783.87917681606
3205130007,not available,223.80336212803
3205130008,not available,3069.48908010592
3205130009,not available,596.6945050676
3205130010,not available,3223.8702880745
3205130011,not available,21291.5032971226
3205140001,not available,6164.71156849558
3205140002,not available,1057.4277538957
3205140003,available,1521.59028020682
3205140004,not available,2164.9119836689
3205140005,not available,1468.97465539908
3205140006,not available,2053.10222078918
3205140007,not available,2503.1814721374
3205140008,not available,2669.60086158795
3205140009,not available,678417.654493636
3205140010,not available,1554.24550754386
3205140011,not available,10732.876800303
3205140012,not available,1531.86028178641
3205140013,not available,1513.39061191636
3205140014,not available,1811.67276946161
3205140015,not available,3278.197468801
3205140016,not available,2165.29849836784
3205140017,not available,3509.51665737837
3205140018,not available,4602.13762910235
3205150006,not available,1409.27110952131
3205150007,not available,2670.34291746513
3205150008,not available,72743.4958051685
3205150009,not available,3333.29184899174
3205150010,not available,1480.722237267
3205150011,not available,1221.40069855773
3205150012,not available,1563.46579052831
3205150013,not available,1613.49537001272
3205150014,not available,2526.53911520207
3205150015,not available,1912.82506184044
3205150016,not available,1705.62101272496
3205150017,not available,3638.29395601738
3205150018,not available,2830.24966096008
3205150019,not available,2339.28767971839
3205150020,not available,3539.42124509637
3205150021,not available,1953.33032416731
3205150022,not available,1514.20303858022
3205150023,not available,1857.57056208457
3205151001,not available,1320.27927165649
3205151002,not available,1260.35928891338
3205151003,not available,909.8940042533
3205151004,available,851.50585046277
3205151005,not available,1078.63628973214
3205160001,available,1480.27620300538
3205160002,not available,1396.36195460454
3205160003,available,1202.46115909107
3205160004,not available,1367.33173142325
3205160005,not available,1187.9971460086
3205160006,not available,1344.9637822549
3205160007,available,4900.15272998357
3205160008,available,2046.89278827174
3205160009,not available,5595.99524277538
3205160010,not available,2314.61164934092
3205160011,not available,38904.0343144067
3205160012,not available,5897.75093988471
3205160013,not available,3767.40721127426
3205160014,not available,547.71048291077
3205160015,not available,755.03757696728
3205160016,not available,13909.2077083113
3205160017,available,1984.31651359471
3205161001,not available,3282.27922442203
3205161002,not available,4678.67273110592
3205161003,not available,2031.15630884347
3205161004,not available,1886.60570483716
3205161005,not available,17923.40505296
3205161006,not available,4292.82550607166
3205161007,not available,1070.16550150484
3205170013,available,3227.19758004556
3205170014,not available,1065.09209907828
3205170015,not available,2529.3969998316
3205170016,not available,4085.79532194929
3205170017,not available,2266.49026971674
3205170018,not available,2119.42569210526
3205170019,not available,2833.69815295354
3205170020,not available,3071.13125417526
3205170021,not available,3952.1270922407
3205170022,not available,35225.7158913829
3205170023,not available,7760.10396997329
3205170024,not available,805.83967291043
3205170025,not available,3601.62784170763
3205171001,not available,1573.51888986642
3205171002,not available,776.01019435281
3205171003,not available,1241.43389155719
3205171004,not available,1274.99290713759
3205171005,not available,2175.06892148367
3205171006,not available,2929.2731346544
3205171007,not available,3620.09377602921
3205171008,not available,2224.5252449884
3205171009,not available,196715.57232647
3205171010,not available,1776.97699047006
3205171011,not available,7643.5843427722
3205171012,not available,6321.12236594701
3205181001,not available,3173.03800846086
3205181002,not available,1674.34103959754
3205181003,not available,2242.15591270897
3205181004,not available,6637.46885438107
3205181005,not available,4832.96082515257
3205181006,not available,8733.38305425268
3205181007,not available,104219.145752083
3205181008,not available,10031.2152325608
3205181009,not available,13590.1903968188
3205181010,not available,8791.42647682776
3205181011,not available,3045.77369311086
3205181012,not available,10074.0313177695
3205182001,not available,3565.82205543253
3205182002,not available,4267.98137800978
3205182003,not available,46194.3429198969
3205182004,not available,856.71927022661
3205182005,not available,6767.08485386617
3205182006,not available,1618.36728339372
3205182007,not available,11261.0539245055
3205182008,not available,12701.317903822
3205182009,not available,8130.80496200858
3205182010,not available,4103.43154756009
3205182011,not available,2858.69699436835
3205182012,not available,2604.34856500393
3205182013,not available,1045.32477317157
3205190001,available,1365.04745665673
3205190002,available,1987.56977783389
3205190003,available,1778.00722263703
3205190004,available,7969.27736405367
3205190005,available,10265.2286367285
3205190006,available,4273.68441139035
3205190007,available,10128.2858074222
3205190008,available,14637.0254915952
3205190009,available,15694.204415205
3205190010,available,13989.2824684686
3205190011,available,5586.13693624475
3205200001,not available,1340.40525929186
3205200002,not available,6866.57731135666
3205200003,not available,8144.45827860577
3205200004,not available,3020.89475921039
3205200005,not available,1071.34650263809
3205200006,not available,1818.80238546203
3205200007,not available,841.52985156192
3205200008,not available,4054.82438154923
3205200009,not available,1287.14269343993
3205200010,not available,3695.55501539063
3205200011,not available,3604.23791895363
3205200012,not available,5012.80882159948
3205200013,not available,2054.95135039855
3205200014,not available,2458.23212302768
3205200015,not available,2841.76975094682
3205200016,not available,1395.64573138104
3205200017,not available,3270.14063694462
3205200018,not available,6109.90687801809
3205200019,not available,6820.89054675585
3205200020,not available,2271.71121152244
3205210005,not available,1040.68877573117
3205210007,not available,1799.84252407098
3205210008,not available,3553.63013705121
3205210012,not available,2574.27960776256
3205210013,not available,6586.20226291127
3205210014,not available,4283.91602174375
3205210015,not available,3782.3065266009
3205210016,not available,5256.53636097273
3205210017,not available,5276.27974790036
3205211001,not available,1319.36338968536
3205211002,not available,845.5601678844
3205211003,not available,524.93922911915
3205211004,not available,526.01636705646
3205211005,not available,2440.55079696798
3205211006,not available,4035.15240340074
3205211007,not available,4151.75780085549
3205212001,not available,4446.38487611903
3205212002,not available,3385.30589933246
3205212003,not available,6046.99916122357
3205212004,not available,4353.49229341673
3205212005,not available,3861.79143170326
3205212006,not available,3800.44840384186
3205212007,not available,2729.37337649197
3205212008,not available,1971.46941078876
3205220001,not available,2453.08250837933
3205220006,not available,2791.99835683559
3205220007,not available,1218.57475738422
3205220008,available,2487.61193400869
3205220009,not available,728.6291080427
3205220010,not available,2237.09712053807
3205220011,not available,4867.23482804383
3205220012,not available,845.94102859531
3205220013,not available,1191.86330357011
3205220014,not available,465.64927013132
3205220015,not available,1711.15105453258
3205221001,not available,7245.70163995851
3205221002,not available,652.96559431814
3205221003,not available,417.18248355992
3205221004,not available,602.88796422212
3205230003,not available,1028.86653615196
3205230004,not available,1112.66483243066
3205230005,not available,1533.54644614339
3205230006,not available,3462.5642060448
3205230007,not available,2189.95005757968
3205230008,not available,3383.56208052204
3205230009,not available,22464.1607448484
3205230010,not available,1640.68750552564
3205230011,not available,3186.14003468626
3205230012,not available,1721.88233252376
3205230013,not available,1175.29497357015
3205230014,not available,1189.32802166235
3205230015,not available,1743.59508518665
3205230016,not available,1156.33344567418
3205230017,not available,1743.99874547449
3205240001,not available,5294.33246060063
3205240002,not available,8868.2557923345
3205240003,not available,12486.6454471482
3205240004,not available,1415.74085381475
3205240005,not available,968.17932328584
3205240006,not available,1404.3946014811
3205240007,not available,6770.51701861539
3205240008,not available,7357.19439279935
3205240009,available,1992.08996440326
3205240010,not available,1445.98731920576
3205240011,not available,2976.48255980981
3205240012,not available,1889.12348093386
3205250001,not available,1842.37198422367
3205250002,not available,1347.88904513023
3205250003,not available,2337.30804319936
3205250004,not available,1962.40471028986
3205250005,not available,1884.86474594394
3205250006,not available,1166.95149652561
3205250007,not available,2967.04058582997
3205250008,not available,2638.31106201707
3205260001,not available,43312.9211664045
3205260002,not available,2336.49792208134
3205260003,not available,2456.20969300947
3205260004,not available,673.35304403504006
3205260005,available,1422.16805874358
3205260006,not available,7186.34159326564
3205260007,not available,2759.2568302649
3205260008,not available,3156.26703788338
3205260009,not available,1172.6150004391
3205260015,not available,2532.22129786767
3205260016,not available,21844.7110568126
3205261001,not available,515.32739043362
3205261002,not available,997.4251044
3205261003,available,3021.6153551893
3205261004,not available,2029.8129380936
3205261005,not available,2474.09960767747
3205261006,not available,1918.11856479636
3205270001,not available,1611.9097729501
3205270002,not available,2695.30724469023
3205270003,not available,2198.26138906982
3205270004,not available,2097.22697384256
3205270005,not available,9244.42578255352
3205280001,not available,3990.94107446164
3205280002,not available,1546.56504151412
3205280003,not available,4344.9011515275
3205280004,not available,6466.92842758211
3205280005,not available,1564.52583339129
3205280006,not available,1127.83969214201
3205280007,not available,2333.52480788991
3205280008,not available,5421.11541222986
3205280009,not available,3564.26770635321
3205280010,not available,2251.65678715933
3205280011,not available,3425.81836554551
3205280012,not available,1411.64700156622
3205280013,not available,2403.68674362515
3205280014,not available,1865.20056864941
3205290002,not available,1878.74777194987
3205290003,not available,1701.74460332829
3205290004,not available,1415.4918698078
3205290005,not available,45619.526435673
3205290006,not available,7683.12052365546
3205290007,not available,5623.82454774648
3205290008,not available,2911.84714084899
3205290009,not available,3044.05656469754
3205290010,not available,1716.27977908548
3205290011,available,1306.60226063626
3205290012,not available,4869.27578753483
3205290013,not available,3291.53323393841
3205290014,not available,21158.0308363173
3205290015,not available,606.50535824691
3205300001,not available,1817.53164346425
3205300002,not available,1540.67557702231
3205300003,not available,1375.87315410902
3205300004,not available,2411.19356581427
3205300005,not available,1547.92650930074
3205300006,not available,1476.21109601114
3205300007,not available,680.03521435231
3205310001,not available,1033.10388332126
3205310002,not available,1849.42332277943
3205310003,not available,788.04670318732
3205310004,not available,2038.92290665353
3205310005,not available,940.17531623359
3205310006,not available,1426.32052009659
3205310007,not available,1445.61603043466
3205310008,not available,966.52469048712
3205310009,not available,1848.95976200701
3205310010,not available,1488.47894366408
3205310011,not available,3019.68331367211
3205310012,not available,2044.03624795455
3205310013,not available,1365.91128146845
3205310014,not available,816.57768062092
3205310015,not available,481.21625478499
3205310016,not available,825.42159358932
3205310017,not available,1141.8806983284
3205310018,not available,8859.75156263819
3205310019,not available,6700.44717421576
3205310020,not available,1057.16928086542
3205310021,not available,636.40809371341
3205310022,not available,1704.17771167712
3205310023,not available,1205.70851016438
3205310024,not available,1022.53354286662
3206010001,not available,2003.89644068811
3206010002,not available,1050.44435133676
3206010003,not available,2308.27573059993
3206010004,not available,6777.75381974606
3206010005,not available,4994.2264614554
3206010006,available,34134.9905
3206010007,not available,2191.34619077708
3206010008,not available,21056.8898313725
3206010009,not available,4355.85735595527
3206010010,not available,4148.1853983563
3206010011,not available,786.25269418288
3206010012,not available,441.02319127843
3206010013,not available,1182.97338562586
3206010014,not available,1455.91521411849
3206010015,not available,1424.72706411997
3206020001,not available,5672.47982295374
3206020002,not available,3689.07327982012
3206020003,not available,4303.22129853323
3206020004,not available,3436.71353470848
3206020005,not available,4314.81621487159
3206020006,not available,726.93509598882
3206020007,not available,8976.65142372943
3206020008,not available,1217.72318791155
3206020009,not available,7573.48455756499
3206020010,not available,4674.82998707436
3206020011,not available,4070.15436633916
3206020012,not available,720.89762288321
3206020013,not available,1063.00777249781
3206020014,not available,6052.2887836511
3206030001,not available,4167.66816481969
3206030002,not available,7319.47117279028
3206030003,not available,688.35066636364
3206030004,not available,5293.0587342315
3206030005,not available,6603.33565043527
3206030006,not available,4886.40439270096
3206030007,not available,4844.23043219101
3206030008,not available,1625.18959026185
3206030009,not available,17513.5299145348
3206030010,not available,2869.72243814871
3206030011,not available,4853.05806829138
3206030012,not available,3070.04397197422
3206030013,not available,3546.95301020916
3206040001,not available,1357.15272706631
3206040002,not available,1647.98695454308
3206040003,not available,1628.52586330584
3206040004,not available,1297.08304989026
3206040005,not available,2730.82306396605
3206040006,not available,278.8545512538
3206040007,not available,3910.54316990662
3206040008,not available,194.90179267178
3206040009,not available,408.07547190394
3206040010,not available,319.59911380282
3206040011,not available,1431.97898762189
3206050001,not available,2569.55364819638
3206050002,available,2611.98635828973
3206050003,not available,487.49180132037
3206050004,not available,7188.11450709747
3206050005,not available,4528.66855036866
3206050006,not available,370.25417713808
3206050007,not available,5000.87014372064
3206050008,not available,367615.836758571
3206050009,not available,1445.20148012745
3206060001,not available,9896.37703903743
3206060002,not available,5983.89272434211
3206060003,not available,5523.54819821929
3206060004,not available,411.21046116052
3206060005,not available,1431.56527056643
3206060014,not available,15314.5216741666
3206061001,not available,761.11406978149
3206061002,not available,1086.03115072062
3206061003,not available,958.89776227542
3206061004,not available,1674.19985361887
3206061005,not available,1046.33566821844
3206061006,not available,2766.73842293791
3206061007,not available,808.97630555274
3206061008,not available,358.98155253061
3206070002,not available,39774.1252369444
3206070003,not available,1575.18989815032
3206070004,not available,513.89025257935
3206070008,not available,3423.78952307093
3206070009,not available,626.46694384696
3206070010,not available,319.91306176618
3206070016,not available,4339.11447434593
3206070017,not available,601.53502561677
3206071001,not available,441.72183422714
3206071002,not available,586.19246846924
3206071003,not available,1592.72139397163
3206071004,not available,411.53612328335
3206071005,not available,3208.36807346585
3206071006,not available,532.21775424186
3206072001,not available,2017.01668568198
3206072002,not available,3898.60024085907
3206072003,not available,2514.66589031976
3206072004,not available,2851.05212205982
3206072005,not available,321.12392820696
3206080001,not available,17409.2665928017
3206080002,not available,151967.176612812
3206080003,not available,2183.6553364599
3206080004,not available,2657.34953640255
3206080005,not available,3685.11968
3206080006,not available,734.90171764434
3206080007,not available,676.01325710098
3206080008,not available,737.13644946591
3206080009,not available,386.0132612271
3206080010,not available,3379.5554577951
3206090001,not available,2601.00947625631
3206090002,not available,442.45301607099
3206090003,not available,517.8984526953
3206090004,not available,3296.8715322982
3206090005,not available,623.1554895547
3206090006,not available,569.52096169686
3206090007,not available,5606.3763059123
3206090008,not available,577.32557994785
3206090009,not available,1029.13968586199
3206090010,not available,8085.01451184162
3206090011,not available,710.21881745844
3206090012,not available,626.6578197248
3206100001,not available,2592.65912532856
3206100002,not available,108.85140183667
3206100003,not available,70.9790133422
3206100004,not available,561.48234354605
3206100005,not available,644.13854126313
3206100006,not available,527.59274185051
3206100007,not available,549.77166958802
3206100008,not available,480.42929305428
3206100009,not available,273.33362076688
3206110009,not available,6555.44683428309
3206110010,not available,5403.277390688
3206110011,not available,430.18698214218
3206110012,not available,1684.69533156463
3206110013,not available,656.01727138638
3206110014,not available,4297.46601392823
3206110015,not available,4843.57535021248
3206110016,not available,8854.11000995799
3206110017,not available,1718.86540478688
3206110018,not available,3960.51745913613
3206110019,not available,1227.09565366366
3206110020,not available,870.19505758532
3206111001,not available,441.86846153761
3206111002,not available,2329.90158803295
3206111003,not available,623.54150647907
3206111004,not available,791.95271548967
3206111005,not available,5148.26964205699
3206111006,not available,427.08209870219
3206111007,not available,629.6298166481
3206111008,not available,766.73651167003
3206120001,not available,5997.10874699674
3206120002,not available,639.66770873478
3206120003,not available,534.95332427519
3206120004,not available,1943.28397384094
3206120005,not available,1571.09684321343
3206120006,not available,1002.47183036089
3206120007,not available,5796.06883219858
3206130001,not available,639.34588425431
3206130002,not available,8546.67952103533
3206130003,not available,1039.87859929076
3206130004,not available,1559.38688936974
3206130005,not available,1303.14007861111
3206130006,not available,1162.82112960361
3206130007,not available,588.86239774578
3206130008,not available,1231.97047904239
3206140003,not available,3595.70617725591
3206140004,not available,5066.87042016141
3206140005,not available,248.29127406184
3206140006,not available,1640.50660155236
3206140007,not available,421.13669561591
3206140008,not available,909.57203393422
3206140009,not available,817.70554668111
3206140010,not available,801.84252073811
3206140018,not available,3815.20027585172
3206141001,not available,572.60464019529
3206141002,not available,735.61281192495
3206141003,not available,87405.9577907563
3206141004,not available,789.55412864539
3206141005,not available,1249.84330652204
3206141006,not available,10497.331075261
3206141007,not available,797.94094425811
3206141008,not available,583.52888758357
3206141009,available,694.5954299566
3206141010,not available,407.04028296792
3206141011,not available,573.32582546687
3206150001,not available,611.78892994901
3206150006,not available,259.19780840886
3206150007,not available,339.03576243103
3206150008,not available,466.69028398334
3206150009,not available,350.72620148808
3206150010,not available,7635.96539773038
3206150011,not available,1171.30424114609
3206150012,not available,5088.95931531856
3206150013,not available,652.45003953289
3206150014,not available,686.51879617261
3206151001,not available,202.59601933199
3206151002,not available,863.49216199118
3206151003,not available,2619.69560990809
3206151004,not available,2195.44095540099
3206160007,not available,560.75348295707
3206160008,not available,6290.81934474729
3206160009,not available,1702.18039375163
3206160010,not available,1494.21922826693
3206160011,not available,1161.50854015075
3206160012,not available,1258.21463519411
3206160013,not available,2150.52836281153
3206160014,not available,2892.52170675769
3206160015,not available,7759.03154717416
3206160016,available,29388.0545103816
3206160017,not available,875.44705876595
3206160018,not available,1045.85232513175
3206161001,not available,1384.23184036906
3206161002,not available,884.62301746562
3206161003,not available,3085.92350977012
3206161004,not available,346.36393529979
3206161005,not available,952.96387546483
3206161006,not available,526.25549274214
3206161007,not available,563.71131973982
3206190007,available,3900.81510294682
